month,division,line,day_type,incidents,reporting_category
2024-03-01T00:00:00.000,B DIVISION,S Rock,1,3,Operating Conditions
2024-03-01T00:00:00.000,B DIVISION,S Rock,1,3,Planned ROW Work
2024-03-01T00:00:00.000,B DIVISION,S Rock,1,5,Police & Medical
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,4,External Factors
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,3,Infrastructure & Equipment
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,3,Operating Conditions
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,1,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,1,1,0,
2024-04-01T00:00:00.000,A DIVISION,1,1,12,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,1,1,5,External Factors
2024-04-01T00:00:00.000,A DIVISION,1,1,71,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,1,1,64,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,1,1,56,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,1,1,86,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,1,2,0,
2024-04-01T00:00:00.000,A DIVISION,1,2,4,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,1,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,1,2,17,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,1,2,10,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,1,2,12,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,1,2,14,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,2,1,0,
2024-04-01T00:00:00.000,A DIVISION,2,1,20,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,2,1,3,External Factors
2024-04-01T00:00:00.000,A DIVISION,2,1,72,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,2,1,90,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,2,1,53,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,2,1,90,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,2,2,0,
2024-04-01T00:00:00.000,A DIVISION,2,2,10,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,2,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,2,2,19,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,2,2,96,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,2,2,12,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,2,2,43,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,3,1,0,
2024-04-01T00:00:00.000,A DIVISION,3,1,9,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,3,1,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,3,1,39,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,3,1,79,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,3,1,14,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,3,1,41,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,3,2,0,
2024-04-01T00:00:00.000,A DIVISION,3,2,2,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,3,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,3,2,2,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,3,2,12,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,3,2,10,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,3,2,12,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,4,1,0,
2024-04-01T00:00:00.000,A DIVISION,4,1,17,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,4,1,3,External Factors
2024-04-01T00:00:00.000,A DIVISION,4,1,55,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,4,1,68,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,4,1,42,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,4,1,81,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,4,2,0,
2024-04-01T00:00:00.000,A DIVISION,4,2,3,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,4,2,1,External Factors
2024-04-01T00:00:00.000,A DIVISION,4,2,6,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,4,2,47,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,4,2,15,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,4,2,33,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,5,1,0,
2024-04-01T00:00:00.000,A DIVISION,5,1,20,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,5,1,5,External Factors
2024-04-01T00:00:00.000,A DIVISION,5,1,47,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,5,1,85,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,5,1,25,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,5,1,65,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,5,2,0,
2024-04-01T00:00:00.000,A DIVISION,5,2,1,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,5,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,5,2,5,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,5,2,18,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,5,2,5,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,5,2,9,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,6,1,0,
2024-04-01T00:00:00.000,A DIVISION,6,1,21,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,6,1,2,External Factors
2024-04-01T00:00:00.000,A DIVISION,6,1,70,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,6,1,172,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,6,1,68,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,6,1,135,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,6,2,0,
2024-04-01T00:00:00.000,A DIVISION,6,2,6,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,6,2,2,External Factors
2024-04-01T00:00:00.000,A DIVISION,6,2,18,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,6,2,49,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,6,2,17,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,6,2,49,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,7,1,0,
2024-04-01T00:00:00.000,A DIVISION,7,1,23,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,7,1,2,External Factors
2024-04-01T00:00:00.000,A DIVISION,7,1,48,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,7,1,8,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,7,1,31,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,7,1,61,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,7,2,0,
2024-04-01T00:00:00.000,A DIVISION,7,2,3,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,7,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,7,2,5,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,7,2,2,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,7,2,9,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,7,2,20,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,0,
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,0,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,3,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,0,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,0,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,S 42nd,1,3,Police & Medical
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,0,
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,0,Crew Availability
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,0,External Factors
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,2,Infrastructure & Equipment
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,0,Operating Conditions
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,0,Planned ROW Work
2024-04-01T00:00:00.000,A DIVISION,S 42nd,2,2,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,A,1,0,
2024-04-01T00:00:00.000,B DIVISION,A,1,29,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,A,1,47,External Factors
2024-04-01T00:00:00.000,B DIVISION,A,1,97,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,A,1,61,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,A,1,79,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,A,1,102,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,A,2,0,
2024-04-01T00:00:00.000,B DIVISION,A,2,11,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,A,2,14,External Factors
2024-04-01T00:00:00.000,B DIVISION,A,2,21,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,A,2,12,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,A,2,29,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,A,2,28,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,B,1,0,
2024-04-01T00:00:00.000,B DIVISION,B,1,13,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,B,1,1,External Factors
2024-04-01T00:00:00.000,B DIVISION,B,1,59,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,B,1,72,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,B,1,15,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,B,1,57,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,C,1,0,
2024-04-01T00:00:00.000,B DIVISION,C,1,9,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,C,1,2,External Factors
2024-04-01T00:00:00.000,B DIVISION,C,1,36,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,C,1,88,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,C,1,18,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,C,1,83,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,C,2,0,
2024-04-01T00:00:00.000,B DIVISION,C,2,8,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,C,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,C,2,15,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,C,2,12,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,C,2,21,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,C,2,32,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,D,1,0,
2024-04-01T00:00:00.000,B DIVISION,D,1,10,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,D,1,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,D,1,57,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,D,1,62,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,D,1,92,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,D,1,75,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,D,2,0,
2024-04-01T00:00:00.000,B DIVISION,D,2,6,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,D,2,1,External Factors
2024-04-01T00:00:00.000,B DIVISION,D,2,16,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,D,2,4,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,D,2,24,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,D,2,21,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,E,1,0,
2024-04-01T00:00:00.000,B DIVISION,E,1,16,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,E,1,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,E,1,74,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,E,1,31,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,E,1,78,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,E,1,67,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,E,2,0,
2024-04-01T00:00:00.000,B DIVISION,E,2,6,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,E,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,E,2,8,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,E,2,2,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,E,2,24,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,E,2,13,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,F,1,0,
2024-04-01T00:00:00.000,B DIVISION,F,1,20,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,F,1,4,External Factors
2024-04-01T00:00:00.000,B DIVISION,F,1,92,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,F,1,68,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,F,1,82,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,F,1,114,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,F,2,0,
2024-04-01T00:00:00.000,B DIVISION,F,2,5,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,F,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,F,2,14,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,F,2,3,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,F,2,33,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,F,2,27,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,G,1,0,
2024-04-01T00:00:00.000,B DIVISION,G,1,4,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,G,1,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,G,1,28,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,G,1,37,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,G,1,54,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,G,1,31,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,G,2,0,
2024-04-01T00:00:00.000,B DIVISION,G,2,4,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,G,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,G,2,8,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,G,2,9,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,G,2,12,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,G,2,11,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,JZ,1,0,
2024-04-01T00:00:00.000,B DIVISION,JZ,1,7,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,JZ,1,4,External Factors
2024-04-01T00:00:00.000,B DIVISION,JZ,1,45,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,JZ,1,60,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,JZ,1,43,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,JZ,1,75,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,JZ,2,0,
2024-04-01T00:00:00.000,B DIVISION,JZ,2,4,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,JZ,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,JZ,2,12,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,JZ,2,12,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,JZ,2,17,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,JZ,2,36,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,L,1,0,
2024-04-01T00:00:00.000,B DIVISION,L,1,9,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,L,1,2,External Factors
2024-04-01T00:00:00.000,B DIVISION,L,1,32,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,L,1,3,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,L,1,42,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,L,1,19,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,L,2,0,
2024-04-01T00:00:00.000,B DIVISION,L,2,1,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,L,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,L,2,9,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,L,2,0,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,L,2,7,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,L,2,9,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,M,1,0,
2024-04-01T00:00:00.000,B DIVISION,M,1,12,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,M,1,2,External Factors
2024-04-01T00:00:00.000,B DIVISION,M,1,59,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,M,1,60,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,M,1,16,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,M,1,63,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,M,2,0,
2024-04-01T00:00:00.000,B DIVISION,M,2,2,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,M,2,1,External Factors
2024-04-01T00:00:00.000,B DIVISION,M,2,7,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,M,2,6,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,M,2,6,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,M,2,8,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,N,1,0,
2024-04-01T00:00:00.000,B DIVISION,N,1,15,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,N,1,3,External Factors
2024-04-01T00:00:00.000,B DIVISION,N,1,82,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,N,1,96,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,N,1,67,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,N,1,73,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,N,2,0,
2024-04-01T00:00:00.000,B DIVISION,N,2,5,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,N,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,N,2,11,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,N,2,13,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,N,2,24,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,N,2,23,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,Q,1,0,
2024-04-01T00:00:00.000,B DIVISION,Q,1,15,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,Q,1,1,External Factors
2024-04-01T00:00:00.000,B DIVISION,Q,1,65,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,Q,1,43,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,Q,1,51,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,Q,1,73,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,Q,2,0,
2024-04-01T00:00:00.000,B DIVISION,Q,2,4,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,Q,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,Q,2,13,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,Q,2,18,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,Q,2,19,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,Q,2,28,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,R,1,0,
2024-04-01T00:00:00.000,B DIVISION,R,1,15,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,R,1,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,R,1,58,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,R,1,59,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,R,1,47,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,R,1,93,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,R,2,0,
2024-04-01T00:00:00.000,B DIVISION,R,2,7,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,R,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,R,2,8,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,R,2,13,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,R,2,19,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,R,2,29,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,0,
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,1,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,3,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,0,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,1,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,S Fkln,1,2,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,0,
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,0,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,0,External Factors
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,1,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,0,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,1,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,S Fkln,2,1,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,0,
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,0,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,35,External Factors
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,1,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,2,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,1,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,S Rock,1,2,Police & Medical
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,7,External Factors
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,0,Infrastructure & Equipment
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,1,Operating Conditions
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-04-01T00:00:00.000,B DIVISION,S Rock,2,2,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,1,1,0,
2024-05-01T00:00:00.000,A DIVISION,1,1,14,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,1,1,1,External Factors
2024-05-01T00:00:00.000,A DIVISION,1,1,69,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,1,1,76,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,1,1,48,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,1,1,87,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,1,2,0,
2024-05-01T00:00:00.000,A DIVISION,1,2,4,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,1,2,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,1,2,19,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,1,2,27,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,1,2,12,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,1,2,25,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,2,1,0,
2024-05-01T00:00:00.000,A DIVISION,2,1,28,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,2,1,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,2,1,59,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,2,1,95,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,2,1,58,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,2,1,84,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,2,2,0,
2024-05-01T00:00:00.000,A DIVISION,2,2,5,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,2,2,1,External Factors
2024-05-01T00:00:00.000,A DIVISION,2,2,22,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,2,2,83,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,2,2,23,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,2,2,36,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,3,1,0,
2024-05-01T00:00:00.000,A DIVISION,3,1,16,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,3,1,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,3,1,25,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,3,1,88,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,3,1,11,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,3,1,47,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,3,2,0,
2024-05-01T00:00:00.000,A DIVISION,3,2,3,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,3,2,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,3,2,11,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,3,2,42,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,3,2,7,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,3,2,11,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,4,1,0,
2024-05-01T00:00:00.000,A DIVISION,4,1,15,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,4,1,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,4,1,72,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,4,1,65,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,4,1,36,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,4,1,81,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,4,2,0,
2024-05-01T00:00:00.000,A DIVISION,4,2,7,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,4,2,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,4,2,36,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,4,2,46,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,4,2,20,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,4,2,45,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,5,1,0,
2024-05-01T00:00:00.000,A DIVISION,5,1,11,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,5,1,3,External Factors
2024-05-01T00:00:00.000,A DIVISION,5,1,31,Infrastructure & Equipment
2024-05-01T00:00:00.000,A DIVISION,5,1,73,Operating Conditions
2024-05-01T00:00:00.000,A DIVISION,5,1,18,Planned ROW Work
2024-05-01T00:00:00.000,A DIVISION,5,1,71,Police & Medical
2024-05-01T00:00:00.000,A DIVISION,5,2,0,
2024-05-01T00:00:00.000,A DIVISION,5,2,6,Crew Availability
2024-05-01T00:00:00.000,A DIVISION,5,2,0,External Factors
2024-05-01T00:00:00.000,A DIVISION,5,2,8,Infrastructure & Equipment
